0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994,295.43044463048994
295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846,295.16576401797846
294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283,294.87134516656283
294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076,294.57692289890076
294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947,294.2824972148947
