0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156,290.52232142857156
289.96419224868345,289.9629757980397,289.9617592822624,289.9605427013456,289.95932605528344,289.95810934406995,289.9568925676993,289.95567572616545,289.9544588194625,289.9532418475843,289.95202481052524,289.9495905408403,289.9459386473069,289.9398508536719,289.9276703721798,289.91548336009816,289.9032898114692,289.96419224868345,289.96370567624166,289.963219093379
289.54770274246823,289.5455968063316,289.5434914198058,289.54138658314065,289.5392822965859,289.53717856039174,289.53507537480795,289.5329727400849,289.53087065647253,289.5287691242212,289.5266681435811,289.52246783813644,289.51617152331556,289.5056887309161,289.48476475520823,289.4638964678633,289.44308412096046,289.54770274246823,289.5468603020763,289.54601794959814
289.197952878279,289.19509513184653,289.1922391626111,289.18938497127414,289.1865325585372,289.1836819251034,289.1808330716758,289.1779859989589,289.17514070765765,289.1722971984781,289.16945547212686,289.1637773707396,289.1552736075836,289.1411364202113,289.11299643451395,289.0850362354209,289.0572565521097,289.197952878279,289.1968095664872,289.19566653897965
