0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3749424090277717e-10,3.349587679928806e-10,3.3242235655155247e-10,3.298850062891171e-10,3.2734671692023766e-10,3.2480748816020135e-10,3.2226731971943886e-10,3.197262113130693e-10,3.1718416265212717e-10,3.146411734535771e-10,3.120972434299674e-10,3.0700655975129733e-10,2.9936347086363285e-10,2.8660613456977375e-10,2.6102062695209396e-10,2.353404323929277e-10,2.095652618979811e-10,3.3749424090277717e-10,3.36480164344509e-10,3.35465937649867e-10
1.0437274074353653e-09,1.0381735059602156e-09,1.0326166675295254e-09,1.0270568933745523e-09,1.0214941847241476e-09,1.0159285428148596e-09,1.0103599688981016e-09,1.0047884642129388e-09,9.992140300096423e-10,9.93636667543121e-10,9.880563780638694e-10,9.76887023135637e-10,9.601110698366195e-10,9.320927772005377e-10,8.75837887025969e-10,8.192930285268377e-10,7.62459561896498e-10,1.0437274074353653e-09,1.041506199363049e-09,1.0392845212560947e-09
2.1177943853225826e-09,2.1123747606022507e-09,2.1069520944223897e-09,2.1015263879947398e-09,2.0960976424931324e-09,2.0906658591071792e-09,2.085231039023098e-09,2.0797931834647746e-09,2.0743522936103125e-09,2.068908370684055e-09,2.0634614158818275e-09,2.0525584155482874e-09,2.036181206532194e-09,2.008825384356959e-09,1.935997560185799e-09,1.8511504039602253e-09,1.7659453474753017e-09,2.1177943853225826e-09,2.1156269004886283e-09,2.1134589288908057e-09
3.3082784322772463e-09,3.2913598208796443e-09,3.274410299727418e-09,3.2574298492455248e-09,3.2404184498304807e-09,3.2233760819792513e-09,3.2063027261352326e-09,3.1891983628010245e-09,3.172062972529078e-09,3.1548965358738716e-09,3.1376990334290566e-09,3.1032107536076344e-09,3.0512448566073303e-09,2.964011138500577e-09,2.7689177076230265e-09,2.558239717903637e-09,2.343765833472905e-09,3.3082784322772463e-09,3.3015146956282842e-09,3.2947460152983543e-09
