0,1,2,3,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-1.2014858831696889,-1.2134768699661833,-1.2266310400174614,-2.0806833887004035,-0.22884892769076143
-0.018772701954750635,-0.03456534833936459,-0.05168723704524332,-0.19092308983550502,0.32573128338335094
-0.23053492470247486,-0.23617190235239097,-0.2420112711795591,-0.2824046362815919,1.2787059117817632
-0.2078949814043687,-0.21223893059066384,-0.2166829956294227,-0.21282637394164972,-0.9983460714609556
-0.17140246367112622,-0.15013183836156757,-0.15323937696190876,-0.17394358671442214,-0.4428369479038445
-0.14448908849447376,-0.16796499626241676,-0.1495290835539708,-0.17021023127387155,-0.3259555435427909
-0.12103617907333651,-0.12421643892495438,-0.14503545108707755,-0.14348091678312333,-0.23334021998503512
-0.11619371958091203,-0.11936410219880049,-0.12256129235959967,-0.13960943300479356,-0.2456099224140008
-0.11026128668138116,-0.11339096343358032,-0.10041190500444962,-0.11561163494723428,-0.25332519328185277
-0.10707483064475605,-0.09568428700357288,-0.09705521880270075,-0.09551612570699772,-0.16066765384204398
-0.08917615676793814,-0.09061722092515544,-0.09230158695707374,-0.10736115298334843,-0.14952238141531035
-0.08438713811051891,-0.08609421373401284,-0.08803851546528212,-0.08789258794757315,-0.1508457335190169
-0.06851510980265614,-0.08204387769614746,-0.08416249107078987,-0.08399210184508096,-0.1560150483019196
-0.07580476416831203,-0.06729322851913647,-0.08095228559075267,-0.08061129385109421,0.053759630180036294
-0.07279237353316366,-0.0748205277324205,-0.06678950197880991,-0.07795631830760695,-0.17263979263106372
-0.06996616093276958,-0.07210131679134077,-0.06369722205512841,-0.07571615498484426,-0.1950432725105637
-0.05786502734732396,-0.059724703163288144,-0.07130818416890622,-0.06045708315278973,-0.21489120800482125
-0.06423143766090392,-0.06650638315745605,-0.05925209922806605,-0.07106856707396335,0.15063751566867342
-0.06199782354735531,-0.05535269270855229,-0.06637401803510114,-0.06946795965109992,-0.3524563226492045
-0.051665227165284676,-0.05310020895661324,-0.0554187173400946,-0.05587284769782807,0.39822328315583905
-0.05742394618892661,-0.05941490059167357,-0.0533955598332527,-0.06598803428887245,-2.383433031387039
-0.04803926191524087,-0.049721309543886226,-0.051552249635112526,-0.05325767361986106,0.8061683621815046
-0.04617475101774958,-0.04794581124167802,-0.04986326854571646,-0.0517998539994896,-1.141685792555928
-0.05154501101883766,-0.04631919563253214,-0.04830775312826216,-0.05051865457413431,-0.471142790596654
-0.04331384785186362,-0.04482177279817351,-0.04686849890717652,-0.060308091686662964,-0.33033365794330005
-0.04181910384176449,-0.04343719855488395,-0.04553120487332369,-0.048862777264064114,-0.27299670681762456
-0.04044030224363048,-0.042151805415616424,-0.04428389423216281,-0.037301550724994255,-0.24407167904455165
-0.039163465958127454,-0.04095408500033877,-0.0360963910194875,-0.04654941457694162,-0.22803413470952272
-0.03619970930192162,-0.03801355512923697,-0.03985152355269595,-0.0435916659679396,-0.21877960739961583
-0.018777165272008775,-0.01951075850219829,-0.013246936597091884,-0.014050681966691972,-0.840367060244847
-0.01824100255126848,-0.012464692335506462,-0.01918100471459126,-0.0012475035951746063,-0.4484835876912509
