0,1,2,3,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-0.996439874157241,-1.00250261158673,-1.0050051417195192,-1.0200670984170845,-1.206694363894751
-1.0400925460037727,-0.9799537121261308,-0.927234717020755,-0.7141773405573716,-0.41896179372863107
-0.34605821832235956,-0.3445463359442078,-0.3431945875372525,-0.3378447133112503,-0.269526094085824
-0.2449832471992632,-0.24490872909939795,-0.2448967585479089,-0.22230573495165903,-0.27893121505535967
-0.16102485695941432,-0.13967307371314472,-0.1410629556008591,-0.15308244271496493,-0.2011630217295898
-0.10781287554458355,-0.1326538943158062,-0.11453857338450585,-0.12578441312492905,-0.16490968111275625
-0.07122531267980262,-0.07297338597546647,-0.0947730190355736,-0.08921824318420157,-0.13786215669170335
-0.06075704163226798,-0.062464426809870806,-0.06410872115818228,-0.07753882658589988,-0.13245958665166838
-0.05349473502624115,-0.05511869002105403,-0.04237819714216653,-0.05563810369787111,-0.12839734660581564
-0.04596357936858269,-0.03412101402195712,-0.037502996000827564,-0.03715574942187653,-0.10732645801320162
-0.02553939110380416,-0.028830947031672174,-0.032010960600822945,-0.04541094626765225,-0.10542533834440826
-0.023180843668756338,-0.026301243641795865,-0.029302164737223888,-0.030904193443783697,-0.10514520210469433
-0.009652974436331441,-0.024141443534846322,-0.026963411074746445,-0.02972632734524355,-0.10463022340065557
-0.02089759059772599,-0.011704635766082605,-0.025219027927390374,-0.02863038734265112,-0.09093739864393974
-0.019414503107296772,-0.0221245172827828,-0.013438860881510127,-0.02781371810088034,-0.10439821228115377
-0.017996224791333025,-0.020603939687702126,-0.01324677330320654,-0.027070283159788475,-0.10335377175506257
-0.006931691855248864,-0.009659517052515115,-0.022459263869640863,-0.017416990890800517,-0.10237202590210957
-0.016219163034095496,-0.018665958184486364,-0.011913300515798673,-0.0262678247051356,-0.0889898982130829
-0.014954379665052019,-0.00852343634826126,-0.020325666911947027,-0.025378958113936072,-0.10020798880156999
-0.0050936813941281685,-0.008268167930311337,-0.010606206879554622,-0.016627610165295778,-0.08937475774731135
-0.0133422353365086,-0.01629263517063263,-0.010276896219538976,-0.02430619505663994,-0.10594960758132793
-0.004121326302703887,-0.007126707717349506,-0.00992767947688226,-0.016085149900149892,-0.09596743275115067
-0.0038957803081041977,-0.006838176903954282,-0.009565022196746664,-0.016025147923072244,-0.09517416172666457
-0.011402426166950376,-0.006535084635242397,-0.009193812507131438,-0.015912305463984658,-0.09449393104693185
-0.0029462779067076384,-0.006221756051637167,-0.008817751400540962,-0.02249099776323049,-0.09390494537106463
-0.0027012067410576773,-0.005901520913371357,-0.008439639884441802,-0.015130180619382746,-0.09338968651957529
-0.0024452177228723245,-0.005576943604358938,-0.008061588972220137,-0.008574828548996319,-0.09293395828398684
-0.002180922609393681,-0.0052499965772651504,-0.0010090442720454948,-0.015129050386677235,-0.09252618378234957
-0.004063377480131538,-0.006924682748035395,-0.009577720592851736,-0.016229179295256354,-0.09215697512428499
0.02731999035826911,0.024264317773641672,0.028117191450761147,0.015723697359673224,-0.033437591381534085
