0,1,2,3,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
-0.9473803971386905,-0.9485215638384802,-0.9496557612189156,-0.9588707385195891,-0.9624237556808715
-0.8750269135813822,-0.8810471040044069,-0.887122226663891,-0.924830126258222,-1.2601516834548288
-1.0122211340469291,-1.0199956046013825,-1.0278708508961034,-1.0223573027877801,-1.6900120204367755
-1.1551431166285726,-1.1030658506926703,-1.1170275853623985,-1.136838965415669,-2.1564346235553713
-1.2707692666250472,-1.2883597331632286,-1.2317787192922163,-1.3405545531437577,-3.3657401977923698
-1.344175435773662,-1.4340088277024565,-1.4613726603208026,-1.5483110815130756,-4.667252739354745
-1.44000325407614,-1.4928858345978857,-1.611581380523756,-1.7628807188787814,-6.1380165736675565
-1.583196486460319,-1.653739923178698,-1.5955973766224794,-1.8973453086428278,-9.393518908279322
-1.7727726331130262,-1.7112734575688737,-1.6387839234480879,-1.8539641999491148,-12.964013524869998
-1.697554315601306,-1.6296122065859087,-1.6489749280889145,-1.9149597486725722,-10.215377785902454
-1.5527741294872484,-1.5788774795781702,-1.611739104287853,-1.8592961263257506,-8.309675756798722
-1.472808655001582,-1.627132195744786,-1.6736872469054125,-1.7965658992943772,-9.241489296481266
-1.51210156640878,-1.5623095990061564,-1.7599097426347698,-1.839391884415843,-7.124909923954368
-1.6788979687441177,-1.6330077501529503,-1.7105996252873779,-1.9160181788248583,-7.2497776313545375
-1.763453909204317,-1.8356816187275773,-1.6469978271324683,-2.022429911034947,-11.738670615656016
-1.686276473430989,-1.7622059299543857,-1.8379933085296394,-1.9440249187365857,-18.795353290349393
-1.7400182006972806,-1.8300018088440038,-1.8970578313848,-2.0395918359003207,-13.636265923475285
-1.9437504027651946,-1.8709980580840935,-1.983389564887457,-2.362957477769547,-15.291633203564137
-1.831741710120828,-1.7640973054196716,-2.042046533540386,-2.2433065735982547,-16.852270036916238
-1.8788440656497591,-1.9622102699767892,-1.920491948411496,-2.3575516134936434,-10.442185513417156
-1.9034190799643056,-2.005205973736286,-1.9528065498013158,-2.448208097065705,-37.04546560028076
-1.7745597500659478,-1.8745854762706298,-1.987268479622885,-2.2840545126091985,152.32325186426363
-1.959438201768038,-1.896247271826913,-2.0236376867117833,-2.3438491435034523,-33.66061420753953
-1.9860508732236033,-1.919764993340365,-2.0617266845311266,-2.7432763160206823,-51.45907666815167
-1.84301071060722,-1.944893148352921,-2.101387903004521,-2.879387404662891,-91.92945588416353
-1.8535945326350398,-1.9714358645122811,-2.1425045896830786,-2.343921830989053,-267.2672986995556
-1.865937094608181,-1.9992352432866363,-1.970545544406962,-2.3898822862392435,449.5000392301979
-1.879782708548627,-2.0281628506828824,-1.9941720080244094,-2.7538906008795476,138.39371694186528
-1.9582527847798736,-2.137797439879648,-2.0798436591219036,-3.053932868166145,25.561080341258307
-1.8859667185068085,-1.8662203050010269,-2.009604410887329,-2.5784788481545697,95.13838667636774
-1.6657810562574873,-1.6464560020229604,-1.753198405492939,-2.1783206280282994,-37.28705416297206
-1.5857373452994925,-1.6968522456924804,-1.6684151619913232,-2.260704044781708,-39.05774696840254
